,X1,Y,X2_1,X2_2,X2_3,X2_4,X2_5,GT
0,0.0,30.010817409935424,1.0713797885868743,0.06830870752639995,0.9940328219100928,2.0056654132561635,0.6708732397860987,2.716344014836093
1,1.0,44.17370178944952,1.6046428935758041,0.8466840268072737,1.0012783844096675,1.2803851586094632,1.221724593143221,9.252799448686385
2,0.0,9.182201836230757,-0.3073163158975696,0.3535586468541798,0.6972196587281335,0.1284261990739607,0.2486639692864715,-1.8604473214013495
3,0.0,-0.1282783960539653,0.7822160860604768,-0.7433778179974999,-0.4529638255320445,0.6381580011959374,-1.1646941602107197,1.5530828169110182
4,1.0,58.243801589089486,0.843891989311641,1.8404029225681793,2.1342201891298282,1.2927725151617149,3.1475738741052397,7.018813992009616
5,0.0,9.378850410648822,0.41735180209481904,-0.5945729422559571,0.47859147848927175,-0.182960782785889,1.002307618260726,-2.3218801362735055
6,0.0,41.633419852421305,2.3925670461373425,1.9890474105364686,0.6577149620641568,2.8273483194333378,-0.5474016534871242,19.934927397176583
7,1.0,28.630063621185265,0.8911399656173016,0.45357672274415073,0.3210698295169092,1.1676137017061103,0.6727045169613586,5.760373953256534
8,0.0,30.18628281833843,1.0536953359698173,1.0801566120306094,0.6259428127998753,0.8640982620221396,1.466828606950435,8.791431301602508
9,1.0,16.67370625221865,0.964385543219466,-0.3383145609267988,0.26477401520678956,0.9854056842537435,0.07539020470987345,2.336032865842968
10,1.0,56.13382427526989,1.7671243597088924,0.7895023679409662,2.691056591911665,2.142032373702034,1.993316748008763,4.7099638625142966
11,1.0,-3.8288261550020994,0.26881598543667895,-0.8249615506648142,-0.925534479065119,0.07726907688039542,-0.18943349413520583,-0.004124388945319524
12,1.0,48.20469703840187,0.6480683543476974,2.0721556314937604,1.8034462973390424,0.6529335746871557,1.7880911953201375,8.190781037190163
13,1.0,43.038767344622244,0.871370498575426,1.9372836982907342,0.9464832784006992,0.16133007577218028,1.6209849465608483,11.203821149128702
14,1.0,56.434281853173744,2.439679970925747,1.2505437335854674,0.2698583119276834,1.7603617991346197,1.1552197399952204,17.64154358677302
15,1.0,37.652148244435075,1.138158029708581,0.5211915922496793,1.905234026978984,1.190792316258953,1.3450097369947032,2.5810460288543506
16,1.0,36.18286509554856,-0.3130211600191468,2.1790427749651378,0.8921340895669088,0.4086878840348198,1.8019619144285643,6.653705806029229
17,1.0,16.070322105083665,-0.1412483723229505,0.6000725084476326,1.0568683427609382,0.10902131154558625,0.5050127340344956,-0.876484347659404
18,0.0,41.202334927040816,3.0044705840367296,0.7187043742706554,0.26455486588037236,3.060751829981447,0.1528996838684723,17.822210193895806
