,X1,Y,X2_1,X2_2,X2_3,X2_4,X2_5,GT
0,1.0,56.70018680572116,1.8189605444435784,1.9749958521152613,1.038332194515934,1.1907229025568238,1.0811740585657748,15.854785399246397
1,1.0,23.98708572545286,1.7396405146178218,-0.09655366984447622,-0.3891331423490485,0.9495982277068011,-0.5228342395623475,9.382833650913874
2,0.0,40.39342651061995,2.4383933769877624,0.14941701455537282,0.9149335596945335,1.5434290014119818,1.9891417411420518,10.194251278632073
3,1.0,38.632588505311574,0.20724667041949818,1.6936457009469545,2.026992010276475,0.107161061230296,2.0920393997708753,3.423485826002839
4,1.0,45.94863370964782,1.25703078235773,0.6865899940885756,2.4157525850862567,0.9824775040130233,2.430029305468687,2.4708461269727575
5,1.0,45.27512642699826,0.3603857088127833,1.5178753720260088,2.3589149586784055,1.1158470660925857,2.252202994868183,2.3145605281587427
6,0.0,29.745684005035557,0.8679224995103292,0.7526982966377624,0.5685738692480666,1.0085989313656571,1.833937911919575,6.397382372996258
7,0.0,37.20017738156787,0.47054797007883575,1.8056975645309965,0.8574638853173929,1.82571627222681,1.3995679359060378,8.808836017096981
8,1.0,19.26262475542523,0.641782079435083,1.2859626178823895,-1.3794142758139127,0.4967611215895973,-1.0919149690668801,13.776966314029101
9,1.0,-21.95702419178055,-1.3984911349964295,-1.7496272479650439,1.489855417709819,-1.1307619871464039,0.9964157266830973,-20.210158167936825
10,0.0,41.585135914431966,2.079651131323457,0.28829503717913596,1.761138201832569,2.5413651900349237,0.7746393984796212,6.556316237015259
11,0.0,1.5056259385497606,2.25496735189705,-1.0275379403211242,-0.770011516700126,0.3629877305926599,-1.193033160215141,8.447181607980006
12,1.0,16.359081362876484,0.1623219876990044,0.5819321287442599,1.2086385616474469,-0.1519812698654608,0.5166650954346859,0.09535489727398083
13,1.0,44.75803637036014,0.6620890829896635,1.2806621369811015,1.7075511960616119,0.6244138550166065,2.2643724368820335,4.591102511668989
14,1.0,30.163738499608815,1.8553615393882499,-0.4077901748849133,0.5064172864264076,1.0071868907719075,1.1956009302251784,5.7186049632374605
15,0.0,33.85845019554221,0.3215873891400566,2.241961219459641,0.8406288448029653,1.4365196948364338,0.9181075399466433,10.295856508589592
16,0.0,40.379280566869305,2.625463082313583,-0.9130530893476656,2.0273628411739697,2.3786634491881116,0.8191921860115601,2.479961441307678
17,0.0,23.757971440732334,0.24471298121509955,-0.15540898033626438,2.01034232021487,0.03030262765194658,1.7741607601193419,-5.584506956250434
18,1.0,25.044835001046337,1.4196649109994306,-1.290111574591568,1.3649220352527913,1.69164745573677,1.8121902582574965,-3.4469994237190624
19,1.0,32.29195444277289,0.8371318839792542,0.9939338163953119,0.5578777084325384,0.8030712086543245,0.9276902445810238,7.481695376575216
20,1.0,24.220186446145117,0.5338430530923095,1.2593526454021133,-1.1803293056105102,1.3759689781480304,-0.48776724751398115,12.506966409303645
21,1.0,40.26761744021203,1.1595400812578462,0.3461479028129344,2.1251818515371865,1.5009755661409794,1.8141454465171032,1.1528943657423447
22,1.0,52.50220575978131,1.2424243748469581,1.7066212788630508,1.601857745912006,2.2758395795594244,0.7708209270485238,9.939655030814027
23,1.0,32.37862657295791,1.1272808931435996,0.968272856017286,-0.47944569640742474,0.8759016567840286,0.8050273330223846,11.916105835026704
24,1.0,47.51919142192107,1.4846723208321315,0.4769729622817167,2.589676970582961,0.1505422379921033,3.4599567940374736,2.0391955038203573
25,0.0,16.79721619975874,1.4475455473862355,0.3919376035726829,0.012036274707611927,0.5387461679160312,0.055821567063276456,9.161306930671756
26,0.0,38.17153016859782,0.05207525963743287,0.6970211469084059,2.8597912995979313,0.4594551214061716,2.550254387870021,-4.8338918660646
27,0.0,51.93696576286541,1.1947097801529303,2.319822724122832,2.022740936705407,0.7243589227486593,2.9331715605392286,11.504439711262592
28,0.0,38.187733743777656,1.6895757271171337,1.3024725931537962,0.9894222519651201,2.0962136138117096,1.0016137201493553,11.99197484545929
29,0.0,35.64557103098623,0.33456285462808655,2.114006450268753,1.5066478644532466,0.41008692250569356,1.5558961882130016,7.722902931124457
30,0.0,25.601595169417187,0.6896075144226905,0.7088551806148535,0.8167707045063097,0.30299550215738646,1.5552422543326208,4.542001361668792
31,1.0,33.993867969888356,0.780628304042144,1.9992182191119796,-0.6148255969473941,0.8025375213458767,-0.4735609167945596,15.743709406612801
32,0.0,57.16670770642064,3.2434848367863247,1.8158672463218704,1.0167774805123089,2.4698236350127702,1.7864781619596626,22.246427974004046
33,1.0,44.053967984783775,0.5857686333885739,1.6381947205433542,1.3695905588808617,1.2572358318830323,1.4463296245627104,7.011045093017055
34,0.0,30.991892527841973,1.6866466127138149,1.2424360811807966,0.11017562860994157,1.7046367982145778,0.1428189376827298,14.314886583643235
